age,income,web_visits,prior_purch,segment,treatment,uplift_score,policy_targeted
46,75641.77997108323,19,1,C,1,0.24559586166560937,1
35,42650.730229043016,19,1,D,1,0.2046017218512885,1
56,91151.35093858965,13,1,A,0,0.3153555819134516,1
51,100329.57383974924,13,0,B,1,0.20608681865944756,1
57,77292.13732286343,29,1,B,1,0.201881272855724,1
52,77294.16234878641,29,1,E,1,0.24340105889535757,1
41,105674.71280041458,23,0,A,1,0.21961396872968872,1
31,39485.57809077,22,1,E,1,0.22326827531374266,1
27,13546.512876868172,28,1,B,1,0.20025376954121002,1
53,97728.83277752405,27,1,B,0,0.2889177747788515,1
48,114462.70874731422,5,1,B,1,0.20883816229778593,1
42,128744.011571872,28,0,D,0,0.26097427023859526,1
43,122861.53604174205,23,0,D,1,0.3021028237319285,1
43,41161.87250587952,29,1,D,1,0.2078074893442859,1
23,68107.50009488114,14,1,D,0,0.2976980139861249,1
42,164814.03549569854,18,1,D,0,0.3562748662642366,1
26,90968.38056284405,24,1,C,0,0.24640523736076458,1
57,31298.36951822847,24,1,B,0,0.2095270470542006,1
62,68514.46573246388,11,1,B,0,0.2298396958669392,1
37,65640.83494341423,19,1,D,0,0.280854550375381,1
35,97760.26833396188,18,0,B,0,0.24689681028650023,1
40,73286.09448223807,19,1,B,0,0.3264574852727798,1
54,34769.98322797362,28,1,E,0,0.20249025547708738,1
42,111809.7788376238,29,0,B,1,0.24256998841295535,1
18,164685.808933711,19,0,B,1,0.3871760600136467,1
26,83333.51405647627,22,1,D,1,0.2521811270626847,1
33,83416.01843065464,26,0,B,1,0.20923285648128703,1
66,110738.75177635936,11,1,D,0,0.26704485782910625,1
49,116236.71850925151,4,1,B,0,0.21232219393331506,1
56,64800.45433604336,12,1,C,0,0.21592431037432935,1
22,25311.03108576051,22,1,B,0,0.2157058824931617,1
62,162931.16319539674,16,1,B,0,0.2656563095936021,1
18,201858.8061769764,23,0,B,0,0.43931220357704104,1
51,41779.40204083859,17,1,B,1,0.20633427968503829,1
27,74510.03580681687,18,1,B,0,0.3513392542109499,1
24,61732.600761154776,17,1,B,1,0.2604489550704334,1
38,63492.70562268466,20,1,C,0,0.2476365626692821,1
67,150889.28379611406,13,0,B,1,0.25249902966337767,1
25,118834.59974408442,16,0,B,0,0.23733755709353427,1
35,47921.88882131552,22,1,B,1,0.28084442094027406,1
25,72780.91330005797,28,1,D,1,0.29445196590589195,1
22,229198.4866666757,16,1,C,1,0.3473257627883351,1
34,75266.54535410633,29,0,D,1,0.20114788494054325,1
22,68501.90202664358,12,1,C,0,0.2675354852986628,1
28,101395.40303118069,22,0,B,1,0.2077780655130742,1
64,67061.24498400358,14,1,B,1,0.21360318021724506,1
63,170777.56600846472,9,0,B,0,0.2484244641307735,1
54,148321.61452163995,22,1,C,1,0.23659847301348724,1
44,39186.59000352149,25,1,E,0,0.21799391958404657,1
35,59314.39733852867,14,1,B,1,0.21977105120405707,1
52,33152.5681651968,23,1,B,0,0.24665311461136957,1
54,22930.57153352146,27,1,B,0,0.2263712839293895,1
57,278225.75243930635,8,0,C,0,0.29461987788993366,1
32,85151.56549258638,23,0,B,0,0.1979803994290882,1
33,54531.4959441206,21,1,D,0,0.23511124646641088,1
19,71050.08985376368,19,1,D,1,0.3247739452092366,1
22,132279.25934510116,16,0,D,1,0.2405699355992275,1
45,181869.8609981484,9,1,C,1,0.25848249821809216,1
32,32665.97531732736,27,1,E,0,0.2138988598757151,1
24,47857.27972565546,28,1,B,1,0.2990206884926583,1
39,51400.02277352047,28,1,B,0,0.23661832447480324,1
61,130475.687870066,24,0,B,1,0.22055312143637695,1
39,159438.20875085794,9,0,B,0,0.22415679420294712,1
37,36741.64331965768,27,1,B,0,0.2297348083935738,1
63,118516.3158327048,17,1,A,0,0.23046896038363668,1
30,115098.63097198668,22,1,C,0,0.27942248838468053,1
30,174423.83458136,28,0,D,0,0.3523680437119948,1
72,16144.117831353034,11,0,A,0,0.3212826391246169,1
25,227375.7927814916,27,0,C,1,0.3262280219520105,1
24,49161.71314812962,17,1,E,0,0.22969144098549996,1
30,163360.03439733927,28,0,C,1,0.37833276344670036,1
39,16052.139282730905,25,0,A,1,0.20793584893728806,1
52,115662.3900154795,1,1,B,1,0.24622740235360147,1
34,145398.1543481272,17,0,D,1,0.2679919639318633,1
37,46854.55340607062,29,1,B,0,0.22985967852000982,1
37,280780.38175344764,29,0,C,0,0.20719134923195437,1
42,102142.06910527407,21,0,B,1,0.27910957460339086,1
24,108255.62844475804,26,1,B,0,0.3908093687156178,1
38,57824.68519036353,16,1,C,1,0.19853372707293881,1
48,168906.3588863028,3,1,B,1,0.256739782388292,1
68,155600.1797219094,11,0,D,1,0.20645054305265043,1
23,132005.97636914393,27,1,B,1,0.41044686311071515,1
50,107278.34590280532,7,1,B,1,0.2791473436158398,1
46,109097.89894098464,29,1,E,0,0.27433453972948096,1
39,58085.67191460976,16,1,E,0,0.22605913412405185,1
19,57123.20276803396,22,1,D,0,0.2322971645468854,1
49,102728.29009125716,25,1,B,1,0.2938730433640779,1
55,116909.16062298333,13,0,E,0,0.2350608811581359,1
68,297202.2464310236,11,0,D,1,0.3327662768586347,1
42,111488.87372516992,6,1,E,1,0.22925627703353724,1
34,122964.23291855276,17,1,B,1,0.3972410830027039,1
20,52148.894266154704,20,1,D,1,0.2112256260201379,1
29,131765.3412153202,22,0,C,1,0.25927893227306253,1
33,225134.728542479,11,1,D,0,0.28255092700053996,1
49,84881.61619356746,17,1,D,0,0.24466192717391633,1
24,53733.95627403772,13,1,B,1,0.22193962302588416,1
23,132928.2389859569,24,1,D,1,0.3723132966626663,1
33,208009.2702110344,17,0,A,1,0.38483510762465545,1
28,72460.43248447959,15,1,B,0,0.3090574290038769,1
50,129768.38399562206,24,0,B,1,0.2609230021784455,1
33,48707.00688348088,21,1,B,0,0.2736868486552143,1
45,86370.17592319832,29,1,C,1,0.2716879853786567,1
18,70078.809653192,13,1,E,1,0.2860728040541952,1
35,118065.2056386956,29,0,C,0,0.3220009700761252,1
46,53184.340467007685,19,1,B,1,0.23064093197573238,1
31,76793.72516202602,27,1,B,0,0.3276230016921506,1
37,74496.71645060685,26,0,B,0,0.19813418008994438,1
46,121409.8557723964,26,0,B,0,0.2620691985626534,1
24,175363.13348380534,5,0,B,1,0.20878004962671834,1
20,11940.500231087552,29,1,D,0,0.26375353731236584,1
38,33435.7332857851,24,1,B,1,0.20979719973986302,1
24,78730.30271153378,28,1,E,0,0.3076916948386202,1
28,106824.31596439284,14,1,C,1,0.3264166290923469,1
22,303584.25484085275,17,0,B,0,0.506588441448468,1
20,66388.26715420028,15,1,E,0,0.31484173216493583,1
23,131414.76844528984,18,0,A,0,0.2551911356949581,1
39,258018.87677856805,12,0,D,0,0.3736727256346172,1
28,118310.5489535664,24,0,E,0,0.21286205864566562,1
35,78889.34011856184,29,1,D,1,0.32473482829417843,1
20,26665.19094462691,23,1,B,1,0.22989993421095273,1
20,34668.95936635468,26,1,B,1,0.225153700283331,1
35,101768.82371009326,20,0,D,1,0.22034594137712113,1
57,71161.10992061427,25,1,D,0,0.19988043426202418,1
30,148769.43976103765,27,0,B,0,0.28478306314698054,1
40,121383.07989653338,14,1,E,0,0.38218411887451526,1
53,83398.61659861851,23,1,B,0,0.3133443724140948,1
41,142217.25366258333,29,1,A,0,0.3392724751264336,1
39,38776.111864587016,23,1,E,1,0.25221579957763346,1
45,146559.35079504855,27,0,A,0,0.27092458685340237,1
47,157245.6679074266,14,0,C,1,0.23402776542073583,1
19,138667.6753653793,11,0,B,1,0.21966363906277064,1
34,37297.49872055289,16,1,B,1,0.24279761290921142,1
35,35572.303213643085,28,1,E,1,0.22185826972938233,1
72,304790.42912760656,1,0,A,0,0.591613024292686,1
46,141639.3848118224,13,0,D,1,0.24030670750499952,1
21,134536.45758799431,18,0,E,0,0.2158615726770657,1
41,108965.52619414212,26,0,D,1,0.2252278685010071,1
28,36126.38308277521,19,1,B,1,0.22706253416801192,1
62,131503.15815842923,24,1,A,0,0.2947788923012147,1
61,78418.3035174205,16,1,E,1,0.20157497358092819,1
35,49863.911693562666,17,1,D,0,0.2063002923697398,1
38,186934.913820286,17,0,B,0,0.41550278171275246,1
25,38480.46366025777,19,1,B,1,0.2415450077901573,1
54,153575.46265536264,23,0,A,1,0.22999265572900635,1
68,98307.32256010592,13,1,C,1,0.20610200551813718,1
19,75293.12512529176,16,1,B,1,0.3322967642136283,1
47,107027.2628416737,20,1,A,1,0.32849669129875425,1
24,36913.31937648862,29,1,D,1,0.2412747138811817,1
52,82872.54808447792,24,1,C,1,0.25207425163955255,1
42,101250.42563169388,19,0,B,1,0.2562430597382015,1
35,57119.33214270036,18,1,D,1,0.22772172296020704,1
38,47697.18528329117,28,1,E,1,0.2110014269682592,1
36,47132.80586375867,23,1,E,0,0.22565456788552857,1
58,94852.11638198004,23,1,B,0,0.2541392784019988,1
19,65140.15394594344,22,1,E,1,0.2804169190002821,1
38,58528.896209310085,16,1,D,1,0.20655884988953194,1
40,70841.63493107691,18,1,B,0,0.3264574852727798,1
36,104897.65195338867,23,0,E,0,0.2186731988328261,1
60,134079.09234982304,29,1,B,1,0.24437193248852518,1
30,25233.14700248019,21,1,B,0,0.20044054705387826,1
63,162225.96223686676,17,0,D,1,0.1981380555387386,1
24,59329.93922371489,18,1,B,1,0.2827584138123094,1
22,52904.485211175546,18,1,D,0,0.22013613033690393,1
23,65772.0390656134,15,1,C,1,0.3028967712532451,1
24,139955.16434528693,28,0,D,1,0.3274339930906524,1
70,164916.52459224898,11,1,A,0,0.27292733734348495,1
31,93550.42659467462,13,1,C,0,0.29795676736168064,1
57,107191.14191423234,17,1,C,0,0.28807447572582273,1
31,39464.49325967357,24,1,E,1,0.22474216159253144,1
26,24015.556346855166,19,1,E,0,0.2073123603606307,1
47,141198.34845072334,25,0,B,1,0.2614561925613836,1
36,136389.51656300807,12,0,B,1,0.2457417417072833,1
19,41070.86682675753,20,1,E,1,0.2094606885603024,1
44,40448.08019279919,22,1,E,1,0.21900523886820336,1
50,129228.20631870771,27,0,B,0,0.19942725862226984,1
42,99440.28377080229,24,0,C,1,0.2134300476860961,1
40,55483.90206544999,15,1,E,0,0.1996497712441055,1
57,137472.54251418886,10,1,B,0,0.226168781965375,1
55,160441.7459400583,13,1,B,1,0.3352388904336665,1
35,142774.38716501163,29,1,A,1,0.3860431583639987,1
40,43042.68653172405,19,1,B,1,0.21213855886915553,1
39,23693.73100464757,22,1,E,0,0.2096690565393104,1
51,166235.20889403627,25,0,E,0,0.3015505822917921,1
49,94545.50554874937,12,1,C,1,0.2975359065882005,1
33,184013.018889996,16,0,E,1,0.26784366401575893,1
18,171342.85253564315,21,1,E,0,0.259004921954906,1
35,103525.36494811058,27,0,B,0,0.2681516177772505,1
56,97767.14962740144,23,0,B,1,0.2689017504466809,1
39,144347.50485177382,11,1,C,1,0.3067431942676949,1
35,62618.77778174531,21,1,E,1,0.26313585920754656,1
25,125284.8617797914,24,0,D,0,0.21367328103601033,1
42,67283.55135702778,17,1,D,1,0.2836856936955043,1
54,44593.440716784055,18,1,B,1,0.22594660759077134,1
34,72284.98396724784,28,1,A,0,0.30119285463484124,1
26,162951.4713763614,28,0,A,0,0.3911548365999024,1
35,164701.7309499502,24,0,E,1,0.35224163707402445,1
33,131279.55954751355,12,0,D,0,0.21851219904228167,1
30,100242.25359348704,23,0,B,1,0.24465712816346075,1
33,37338.99826169171,17,1,D,0,0.2134589461796309,1
56,40498.57228739597,26,1,C,0,0.19798113652098326,1
57,92518.91327247726,29,1,B,1,0.22220727585157385,1
39,110700.06232793831,11,1,B,1,0.3892056131466261,1
60,116054.06861552094,18,1,E,0,0.2372182480895964,1
41,76193.97946446418,11,1,D,0,0.2564812561489792,1
36,130677.04251485836,15,0,D,0,0.2737279303687713,1
23,171354.2964104797,27,1,C,1,0.33112353207471323,1
29,72211.22254528779,29,1,B,1,0.3405887255069962,1
33,41937.60098443579,23,1,B,1,0.30178325260740996,1
44,85050.9184190483,23,1,D,0,0.3304985102336239,1
44,101614.60902168397,26,1,C,0,0.3129352130248486,1
21,70315.70983810074,25,1,B,1,0.35774527448575466,1
56,139935.06080996591,21,0,B,1,0.30913855234115867,1
19,111386.14517457216,19,1,E,1,0.33308307300775525,1
34,66192.0146958896,17,1,D,0,0.31638125372186704,1
32,110321.63480043068,20,1,B,0,0.3919335608775931,1
56,56871.9002904083,29,1,B,0,0.2101823031262643,1
45,190333.76856567664,24,1,B,1,0.40652411212482553,1
19,19390.24963935856,18,1,B,1,0.21006677977518473,1
34,52198.677542072524,27,1,B,1,0.2815878062589548,1
40,102213.07685259778,21,0,D,1,0.21204948833521037,1
23,131127.74444428168,21,0,D,0,0.27096779248046987,1
51,138089.26903343527,25,0,B,0,0.25202542265675504,1
52,29210.417601017,29,1,E,1,0.23275531313441467,1
58,82488.7287256171,19,1,B,1,0.2624440981971151,1
35,69837.40603348386,28,0,B,0,0.21752223507845253,1
41,156267.18439133873,26,0,A,0,0.3399498173659735,1
56,150918.94234118535,28,1,B,1,0.2270214942027594,1
43,95454.18730487928,14,1,B,1,0.40062770972351014,1
19,29841.64261011483,17,1,B,1,0.20032641408874816,1
46,113862.67439677878,14,1,B,1,0.40310159234882076,1
26,82619.52073177125,27,1,E,0,0.2935082082395556,1
36,118880.88966253234,20,0,C,1,0.2648611431777631,1
53,72871.23184139481,27,1,E,1,0.221094909222677,1
42,132899.80453925653,28,0,B,0,0.3264172358600271,1
19,172654.7881560664,12,1,B,1,0.3347577835209991,1
37,99753.27388213007,27,1,A,0,0.2963522580163598,1
47,131321.4523656856,28,1,C,1,0.2540141397943424,1
56,76517.02589218298,16,1,C,0,0.23027208818083533,1
32,157620.70858941504,26,1,D,0,0.34865360153538505,1
31,72011.48141680087,17,1,C,0,0.27500178269311193,1
36,143002.11189421898,16,0,E,1,0.19993497264340754,1
37,51854.252596955484,29,1,C,1,0.19866694997349255,1
34,133180.5778617916,16,0,C,1,0.24123639972869224,1
19,34482.459752959025,26,1,B,1,0.20302454882569185,1
39,39382.63754945747,26,1,D,1,0.217727154960464,1
28,246397.9990220062,2,0,D,0,0.20606721234922984,1
64,112822.52048738937,4,1,B,0,0.23337446361308845,1
54,49215.9443968649,24,1,E,0,0.2398028419398292,1
24,68961.78254707016,19,1,D,0,0.3264383995290391,1
41,56805.252886270246,18,1,B,1,0.25884495372631355,1
28,138085.09710440916,29,0,D,1,0.2741282815283901,1
27,87424.49506906881,17,1,A,1,0.2773972616051618,1
38,56979.80306733312,22,1,B,0,0.2793523194965235,1
29,71670.2981738499,13,1,B,0,0.28939107762362104,1
33,86211.44524352351,26,1,B,1,0.3662005603593011,1
50,116621.31187750904,26,1,B,1,0.3039417707780051,1
33,64819.160856675415,25,1,A,1,0.2367599919385788,1
36,88158.90055583477,11,1,D,0,0.2853287788170511,1
68,17535.6726090051,24,1,B,0,0.19890888239169874,1
22,65394.56667816509,27,1,D,1,0.2847457000487932,1
56,52365.28400929509,28,1,B,1,0.20753824458335085,1
43,17099.512894604257,26,1,E,1,0.2560201802454487,1
28,116342.98562744992,15,0,D,1,0.2236513571693748,1
56,81233.11944164312,13,1,A,0,0.3112655790715706,1
32,101126.10192018196,27,1,B,0,0.3602851820407639,1
37,74833.5625951688,23,1,B,1,0.36949955070715873,1
47,70313.82838935875,26,1,B,1,0.27381424854065134,1
32,195161.855952396,21,0,B,1,0.4502080017209684,1
36,88098.01368999072,25,1,E,1,0.2964970172421153,1
61,108986.63492539282,17,1,B,0,0.2651190185749749,1
54,38700.86315119589,26,1,E,0,0.22518802301051105,1
32,163943.37366897528,3,1,B,1,0.23371320868265405,1
54,52460.04768450501,24,1,D,1,0.1998067435637192,1
47,129002.09394458636,12,1,D,0,0.23162108467646542,1
20,136832.98807123746,16,0,D,0,0.2405699355992275,1
20,97887.47301162756,24,1,A,1,0.295144804269823,1
23,53602.05766067863,18,1,D,1,0.22166429554406514,1
33,158777.4317522002,18,0,B,0,0.36239952403295067,1
34,145294.37859868913,15,1,D,1,0.3690650751021585,1
21,33004.4354769143,26,1,B,1,0.21752474456411794,1
34,149905.5427234632,20,0,B,1,0.3091995015527647,1
57,51351.30194362407,24,1,E,1,0.22430546600255546,1
62,48298.95691416944,21,1,B,1,0.20779403022540316,1
23,103240.87691732096,23,0,B,0,0.2098312203944867,1
36,66204.08286601657,20,1,B,1,0.38256535448002493,1
20,40506.257199061336,26,1,E,0,0.215406422974513,1
26,24418.78782516113,17,1,B,1,0.20666185945702586,1
23,177227.77111660157,18,0,B,1,0.4139873820336148,1
18,62908.96498698423,19,1,B,1,0.27737438229637357,1
35,49596.678350613736,17,1,E,0,0.21689802996841714,1
38,136003.89505027945,14,1,E,0,0.3169826603718167,1
63,170171.00773608213,26,1,B,1,0.20304205014808874,1
45,165242.47176937526,27,1,D,1,0.279315648187064,1
40,103584.93397447508,20,1,B,1,0.4002381325193411,1
26,95024.91349755558,28,1,D,1,0.2845182944741086,1
24,75773.36318047516,16,1,B,0,0.3351734343899495,1
67,113717.50316317948,1,1,D,0,0.21504076096521912,1
25,123550.28778104324,9,1,B,1,0.19887820692492258,1
74,175907.42556441386,11,0,B,1,0.32469770942392495,1
33,48473.67303532719,20,1,E,0,0.2203778882151031,1
23,50135.31276261853,25,1,E,0,0.22020136088560427,1
36,100993.03718989193,21,0,E,1,0.21936984444213906,1
18,123974.3918629832,21,0,A,0,0.24086376248431163,1
49,122287.52186196794,26,0,D,0,0.20648931854916008,1
55,79253.37305043527,15,1,A,0,0.2797509688503066,1
27,51107.2408934896,22,1,E,0,0.20621527677917986,1
60,99719.93654045052,14,1,C,0,0.25914469991165046,1
53,62222.38555142765,21,1,D,1,0.2261039833971275,1
54,59765.15648464208,25,1,B,0,0.2476164405566289,1
24,43233.28104612483,25,1,E,1,0.2256275835074056,1
49,132173.29338739646,15,0,A,0,0.21250601558580542,1
19,51047.02968323476,24,1,D,0,0.2133021720052568,1
36,59772.72489200842,29,1,A,1,0.230167441907293,1
33,80315.29630779194,25,0,B,0,0.20494322915225427,1
61,110959.66639187868,19,1,B,1,0.28610633679023517,1
32,37975.19490619591,21,1,B,0,0.2727918755597589,1
23,36513.12714664095,27,1,C,1,0.22648907031045046,1
25,134080.6259075867,19,0,D,0,0.26367779765903965,1
39,46002.28715235588,22,1,E,1,0.23237004661163382,1
48,119336.77787800692,22,1,D,1,0.2954691327601547,1
28,106778.73879980728,29,0,B,1,0.2807940440782003,1
45,66285.92216591393,16,1,E,0,0.3074929526782411,1
22,97420.11980690442,11,1,A,1,0.2981688307250875,1
18,76953.13907496129,15,1,D,0,0.2836148057676712,1
42,98344.55452065886,25,0,E,0,0.19891605296359022,1
34,148117.06778345353,20,1,E,0,0.2993054917846174,1
32,82373.78933805278,25,1,C,1,0.3052269568795489,1
31,67271.20062679247,27,1,D,0,0.3202516564714516,1
43,39870.29095529208,26,1,D,0,0.20537089321306418,1
20,117920.12074657792,21,0,B,1,0.26925915312205434,1
29,133718.6314521392,23,1,E,0,0.21126699945087046,1
46,53703.92811070562,25,1,B,1,0.22280749040083137,1
29,252863.72163559767,9,0,B,1,0.5096190835287653,1
38,39580.38621472424,18,1,B,0,0.23410927837156262,1
42,53461.43223478246,29,1,E,0,0.23320898916022798,1
19,169038.98462967208,25,0,B,0,0.4660832506742216,1
18,175715.91120332276,27,0,D,1,0.3653623493501693,1
40,23618.68692086148,29,1,B,1,0.2118804424021203,1
38,133507.82461852112,23,0,A,0,0.25229449865256365,1
30,27794.457773613296,28,1,B,1,0.21467948275137735,1
20,144213.07978011284,12,1,C,0,0.323369294118299,1
71,195800.31653226225,18,1,C,1,0.3015592652482102,1
35,65206.59493139341,27,1,A,0,0.2661929122070555,1
31,112598.86969158644,25,0,B,0,0.23611360798990524,1
48,82043.24919369996,24,1,E,1,0.26468878856139205,1
39,73823.78317928402,23,1,A,0,0.30192479515185255,1
26,57850.20364657434,20,1,B,0,0.2468156272358183,1
39,51715.91581910343,13,1,B,1,0.20186792933761866,1
32,42269.39239548801,22,1,C,1,0.21636221932608746,1
32,65134.63178746189,24,1,D,0,0.28319319300003515,1
64,91339.46613025085,22,1,B,1,0.23874127932586864,1
56,131803.19383913005,11,0,D,1,0.22161533203353606,1
55,53601.26663882537,12,1,B,0,0.2015947433618965,1
35,142676.9812031104,19,0,D,1,0.29582195118518695,1
55,62579.99273359429,29,1,B,1,0.21724677178039598,1
26,114836.78007830624,27,0,A,0,0.25637522354075615,1
35,58994.635769723216,18,1,B,0,0.2784782395046511,1
49,101847.39427787016,21,0,B,1,0.2087729722586656,1
35,37984.51715733857,18,1,D,0,0.21299561927441102,1
61,131316.78045123664,22,1,B,1,0.33800761573096105,1
39,100823.2207473125,28,0,E,0,0.23771183963005646,1
38,188804.2012399489,8,0,B,0,0.2768907383232568,1
20,56697.147081372015,20,1,B,0,0.2733739969284972,1
44,57262.57197255631,27,1,B,0,0.21214498449951097,1
35,101961.42648515482,25,1,B,1,0.38249431487009855,1
39,121140.74308808212,22,0,D,0,0.2688077212910984,1
18,88232.2789308372,15,1,E,1,0.30240044397973476,1
33,48454.82704401451,28,1,D,1,0.26600985677799555,1
29,190270.2379671617,7,0,B,1,0.2607191464397005,1
59,41938.9323989772,26,1,B,1,0.2264699265688625,1
37,142205.8270029468,25,0,C,0,0.2567838829839713,1
67,123408.16943302043,0,1,B,1,0.3202715061062235,1
19,241251.2221419197,16,0,B,1,0.571091384035822,1
41,115330.65214306282,11,0,E,0,0.22988507990302298,1
19,55656.33103506662,19,1,B,1,0.277676069048991,1
38,67622.52591413943,21,1,E,1,0.33434725607755156,1
50,139789.09669277634,16,0,A,1,0.20804786667537328,1
30,30841.14531122848,20,1,B,1,0.1978648612458301,1
30,116578.09810722628,22,0,B,1,0.28207886963215356,1
43,118110.33147323184,19,0,B,1,0.32739801266919,1
71,200743.081829678,11,1,B,0,0.4229907650761686,1
54,88156.03097091039,18,1,E,0,0.2651237937957609,1
26,74423.65758090954,25,1,C,1,0.26128465060844464,1
44,139132.06393669164,6,1,C,1,0.21170636857024416,1
24,208460.77934769035,11,0,C,1,0.2939048510249844,1
21,76912.79469270656,25,1,C,0,0.27827593689392083,1
33,74055.85441169805,13,1,A,0,0.26030903180745474,1
42,70448.62932870956,25,1,A,1,0.1980667097481973,1
38,104697.85602152042,28,1,A,0,0.31979150689964164,1
37,53594.97824451113,24,1,E,0,0.23359885712700856,1
32,174119.30682480082,11,0,D,0,0.27628681910573666,1
53,69462.0388937838,19,1,B,0,0.3086594634769486,1
52,114356.76023556512,18,0,D,0,0.2602810683881702,1
56,155975.49115841542,21,1,C,0,0.22801687706118778,1
30,64557.57881917676,22,1,B,1,0.310078443696729,1
56,67440.98171771519,19,1,B,1,0.3275814544402087,1
20,94594.25633303952,25,1,A,1,0.2854302907841999,1
40,134013.50979585224,25,0,D,1,0.2524641863255168,1
42,51142.46233403724,27,1,E,1,0.20083225291138573,1
47,92979.31238509325,24,1,C,0,0.24859504497214374,1
27,156826.51917148934,27,0,B,0,0.33125963157784377,1
45,73625.26842354659,29,1,B,1,0.28248295326353856,1
50,61918.53192658079,24,1,C,1,0.20639705365334476,1
46,56091.82505904184,22,1,E,1,0.24092310402040468,1
51,82088.72512396504,29,1,A,1,0.20121917502689718,1
35,86718.52079538336,25,1,D,1,0.31391292803075294,1
21,117496.84040359563,20,0,B,0,0.26925915312205434,1
28,77755.56621352094,27,1,C,0,0.26963225263553364,1
42,125657.65626765718,23,0,A,0,0.25531594606252084,1
31,73815.60206936483,15,1,C,0,0.26492172509229184,1
29,93117.1352369682,27,1,D,0,0.291845288513391,1
52,25529.537225652573,24,1,B,1,0.20488327636099962,1
20,87438.57038665598,20,1,B,0,0.3580827640324352,1
39,134178.3624211496,24,0,B,1,0.3402905036835052,1
23,57579.31664454431,13,1,B,1,0.2332402553218072,1
34,85582.4342712174,24,0,B,0,0.20499767432708976,1
51,64672.45221281474,21,1,E,0,0.3013959676663327,1
21,43177.08236609819,17,1,E,0,0.21102733649635141,1
44,57641.74131490914,15,1,B,0,0.19831121430480386,1
56,68106.96427773764,22,1,B,0,0.33817171479025826,1
56,41234.94494210758,16,1,B,0,0.20633427968503829,1
44,71922.24443860969,19,1,B,0,0.337609387382781,1
26,220964.40958267567,15,1,C,1,0.3755906316681732,1
23,45179.35860643925,14,1,B,1,0.20801762498517512,1
19,83372.81219507336,26,1,D,0,0.26407928510651374,1
38,121929.6050124633,27,1,B,0,0.32187766016658786,1
62,111225.906982108,22,1,A,1,0.22836893328973012,1
41,66831.12424291506,20,1,C,1,0.29457455407167565,1
46,97325.05401813472,23,1,C,1,0.28526075260368533,1
36,48280.85135013476,11,1,B,1,0.20921367793677903,1
46,119923.68851341686,12,0,D,1,0.21165863062678306,1
39,128372.25163757669,13,0,B,0,0.2267303261803498,1
43,76934.16826512327,20,1,B,0,0.3628348343145063,1
22,68526.77180245957,25,1,D,0,0.31923019607085273,1
47,74456.62466916218,14,1,B,1,0.2586899386561465,1
50,87246.49427345155,17,1,D,0,0.27206872783739056,1
47,89939.37257462066,24,1,D,1,0.25399383229068334,1
45,132964.21061972904,27,0,B,0,0.31112769034715504,1
43,77917.61845867045,26,1,E,1,0.28706567135519384,1
35,21964.581598489985,27,1,B,1,0.23864358017679443,1
28,266901.6057275808,9,1,B,1,0.2958319710907835,1
28,40930.00503142815,21,1,B,0,0.2537836295706572,1
30,123322.46322322157,13,0,D,1,0.1992803277562649,1
49,39051.42984130958,24,1,B,0,0.24635808684526878,1
27,61027.90728979093,29,1,D,0,0.22256119785142836,1
19,52310.59198536668,28,1,D,0,0.21472068444924738,1
19,57466.16360276409,17,1,A,0,0.20266641220614195,1
23,51942.52282868912,23,1,A,0,0.2021442855075809,1
19,57972.25018456683,20,1,B,1,0.2629452128854062,1
36,79175.1574641903,26,0,D,1,0.20240954173773484,1
66,112992.56984611996,14,1,C,1,0.24531458140590162,1
29,48666.202675749766,18,1,B,1,0.2505506269743161,1
46,38744.55013632983,26,1,B,1,0.25414166011389705,1
24,69126.28909922543,15,1,D,0,0.3037556426372366,1
51,94568.88846035798,26,1,B,1,0.3005473437290712,1
22,211373.51354480212,19,0,A,0,0.5338790019825891,1
27,102703.89820336856,28,1,B,1,0.33159356414068714,1
53,72036.1382105903,22,1,D,1,0.25248470257047817,1
34,121631.60218989772,17,0,C,1,0.24083872271912168,1
29,215155.6249627079,28,0,A,0,0.4745648715676432,1
41,154210.9825937529,26,0,C,0,0.30753330917857963,1
37,135275.2836347116,22,0,C,0,0.2907587731684581,1
40,51020.06504044216,17,1,E,0,0.20429908695926324,1
32,44269.698339290255,25,1,B,1,0.27590849841079723,1
35,66730.3718769407,21,1,E,0,0.3434085613183203,1
34,73012.90999762343,26,1,C,1,0.33568313267177874,1
43,67884.32946579173,14,1,A,1,0.22180207236948155,1
42,88632.52672632954,22,1,B,0,0.3763419621840912,1
23,137380.00410205277,26,0,B,0,0.32966778963162224,1
23,50705.3313132322,18,1,C,1,0.20994056786851634,1
52,75412.3251741619,24,1,A,1,0.22936190536835388,1
47,81541.43293566232,23,1,B,0,0.33099843887106445,1
41,184018.39379570915,7,1,B,1,0.37435456339232887,1
73,195733.1513183208,27,1,B,0,0.283199525100147,1
47,46901.02487486237,24,1,B,1,0.22030188050435473,1
20,138907.5138036949,14,0,A,0,0.20197848480948166,1
40,75954.23001627962,11,1,C,0,0.21095765229304816,1
21,87542.926566089,22,1,C,0,0.2904401838202354,1
42,63956.07943833998,21,1,A,1,0.23318739219701867,1
26,162546.8410015385,12,0,D,0,0.2711152378105689,1
30,88533.46144725902,22,1,B,1,0.32750320050506065,1
35,209615.8780906,12,0,A,0,0.3736511267352489,1
